condition	symptom_id	onset	duration	duration_text	severity	progression	polarity
chronic-pancreatitis	614	unspecified	unspecified		unspecified	unspecified	present
chronic-pancreatitis	656	unspecified	unspecified		unspecified	unspecified	present
chronic-pancreatitis	859	unspecified	unspecified		unspecified	unspecified	present
chronic-pancreatitis	1020	unspecified	unspecified		unspecified	unspecified	present
chronic-pancreatitis	1053	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	165	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	210	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	527	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	528	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	537	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	544	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	611	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	696	unspecified	unspecified		unspecified	unspecified	present
chronic-traumatic-encephalopathy	986	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	309	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	310	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	323	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	399	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	403	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	585	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	748	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	778	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	784	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	811	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	858	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	925	unspecified	unspecified		unspecified	unspecified	present
cluster-headaches	1062	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	72	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	208	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	323	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	386	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	459	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	588	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	850	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	859	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	912	unspecified	unspecified		unspecified	unspecified	present
coeliac-disease	1071	unspecified	unspecified		unspecified	unspecified	present
cold-sores	69	unspecified	unspecified		unspecified	unspecified	present
cold-sores	159	unspecified	unspecified		unspecified	unspecified	present
cold-sores	187	unspecified	unspecified		unspecified	unspecified	present
cold-sores	659	unspecified	unspecified		unspecified	unspecified	present
cold-sores	660	unspecified	unspecified		unspecified	unspecified	present
cold-sores	664	unspecified	unspecified		unspecified	unspecified	present
cold-sores	823	unspecified	unspecified		unspecified	unspecified	present
cold-sores	1011	unspecified	unspecified		unspecified	unspecified	present
colic	0	unspecified	unspecified		unspecified	unspecified	present
colic	15	unspecified	unspecified		unspecified	unspecified	present
colic	128	unspecified	unspecified		unspecified	unspecified	present
colic	188	unspecified	unspecified		unspecified	unspecified	present
colic	338	unspecified	unspecified		unspecified	unspecified	present
colic	345	unspecified	unspecified		unspecified	unspecified	present
colic	354	unspecified	unspecified		unspecified	unspecified	present
colic	429	unspecified	unspecified		unspecified	unspecified	present
colic	430	unspecified	unspecified		unspecified	unspecified	present
common-cold	171	unspecified	unspecified		unspecified	unspecified	present
common-cold	286	unspecified	unspecified		unspecified	unspecified	present
common-cold	298	unspecified	unspecified		unspecified	unspecified	present
common-cold	311	unspecified	unspecified		unspecified	unspecified	present
common-cold	323	unspecified	unspecified		unspecified	unspecified	present
common-cold	417	unspecified	unspecified		unspecified	unspecified	present
common-cold	419	unspecified	unspecified		unspecified	unspecified	present
common-cold	466	unspecified	unspecified		unspecified	unspecified	present
common-cold	540	unspecified	unspecified		unspecified	unspecified	present
common-cold	559	unspecified	unspecified		unspecified	unspecified	present
common-cold	585	unspecified	unspecified		unspecified	unspecified	present
common-cold	784	unspecified	unspecified		unspecified	unspecified	present
common-cold	868	unspecified	unspecified		unspecified	unspecified	present
compartment-syndrome	236	unspecified	unspecified		unspecified	unspecified	present
compartment-syndrome	562	unspecified	unspecified		unspecified	unspecified	present
compartment-syndrome	566	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	236	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	359	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	388	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	438	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	474	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	476	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	560	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	570	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	576	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	613	unspecified	over_8_weeks	chronic	unspecified	unspecified	present
complex-regional-pain-syndrome	843	unspecified	unspecified		unspecified	unspecified	present
complex-regional-pain-syndrome	916	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	71	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	139	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	158	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	192	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	217	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	323	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	406	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	608	unspecified	unspecified		unspecified	unspecified	present
congenital-heart-disease	676	unspecified	unspecified		unspecified	unspecified	present
conjunctivitis	301	unspecified	unspecified		unspecified	unspecified	present
conjunctivitis	381	unspecified	unspecified		unspecified	unspecified	present
conjunctivitis	700	unspecified	unspecified		unspecified	unspecified	present
conjunctivitis	733	unspecified	unspecified		unspecified	unspecified	present
conjunctivitis	749	unspecified	unspecified		unspecified	unspecified	present
constipation	165	unspecified	unspecified		unspecified	unspecified	present
constipation	168	unspecified	unspecified		unspecified	unspecified	present
constipation	619	unspecified	unspecified		unspecified	unspecified	present
constipation	912	unspecified	unspecified		unspecified	unspecified	present
constipation	914	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	318	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	496	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	585	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	616	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	621	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	635	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	644	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	646	unspecified	unspecified		unspecified	unspecified	present
coronary-heart-disease	1053	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	169	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	241	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	565	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	568	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	574	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	721	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	853	unspecified	unspecified		unspecified	unspecified	present
corticobasal-degeneration	855	unspecified	unspecified		unspecified	unspecified	present
costochondritis	135	unspecified	unspecified		unspecified	unspecified	present
costochondritis	613	unspecified	unspecified		unspecified	unspecified	present
costochondritis	621	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	178	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	183	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	184	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	186	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	274	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	358	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	375	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	376	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	488	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	707	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	708	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	709	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	789	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	791	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	793	unspecified	unspecified		unspecified	unspecified	present
cradle-cap	828	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	6	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	223	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	245	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	506	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	507	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	711	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	722	unspecified	unspecified		unspecified	unspecified	present
craniosynostosis	1028	unspecified	unspecified		unspecified	unspecified	present
creutzfeldt-jakob-disease-cjd	464	unspecified	unspecified		unspecified	unspecified	present
creutzfeldt-jakob-disease-cjd	503	unspecified	unspecified		unspecified	unspecified	present
creutzfeldt-jakob-disease-cjd	504	unspecified	unspecified		unspecified	worsening	present
creutzfeldt-jakob-disease-cjd	505	unspecified	unspecified		unspecified	unspecified	present
creutzfeldt-jakob-disease-cjd	537	unspecified	unspecified		unspecified	unspecified	present
creutzfeldt-jakob-disease-cjd	696	unspecified	unspecified		unspecified	unspecified	present
creutzfeldt-jakob-disease-cjd	855	unspecified	unspecified		unspecified	unspecified	present
creutzfeldt-jakob-disease-cjd	1046	unspecified	unspecified		unspecified	unspecified	present
crohns-disease	29	unspecified	unspecified		unspecified	unspecified	present
crohns-disease	76	unspecified	unspecified		unspecified	unspecified	present
crohns-disease	556	unspecified	unspecified		unspecified	unspecified	present
crohns-disease	615	unspecified	unspecified		unspecified	unspecified	present
crohns-disease	851	unspecified	unspecified		unspecified	unspecified	present
crohns-disease	1007	unspecified	unspecified		unspecified	unspecified	present
crohns-disease	1029	unspecified	unspecified		unspecified	unspecified	present
croup	41	unspecified	unspecified		unspecified	unspecified	present
croup	419	unspecified	unspecified		unspecified	unspecified	present
croup	596	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	4	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	289	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	296	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	440	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	509	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	538	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	571	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	752	unspecified	unspecified		unspecified	unspecified	present
cushings-syndrome	919	unspecified	unspecified		unspecified	unspecified	present
cyclical-vomiting-syndrome	29	unspecified	unspecified		unspecified	unspecified	present
cyclical-vomiting-syndrome	298	unspecified	unspecified		unspecified	unspecified	present
cyclical-vomiting-syndrome	305	unspecified	unspecified		unspecified	unspecified	present
cyclical-vomiting-syndrome	585	unspecified	unspecified		unspecified	unspecified	present
cyclical-vomiting-syndrome	1007	unspecified	unspecified		unspecified	unspecified	present
cyclical-vomiting-syndrome	1053	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	73	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	133	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	171	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	786	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	851	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	859	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	913	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	944	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	955	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	960	unspecified	unspecified		unspecified	unspecified	present
cystic-fibrosis	1071	unspecified	unspecified		unspecified	unspecified	present
dandruff	194	unspecified	unspecified		unspecified	unspecified	present
dandruff	279	unspecified	unspecified		unspecified	unspecified	present
dandruff	461	unspecified	unspecified		unspecified	unspecified	present
deep-vein-thrombosis-dvt	614	unspecified	unspecified		unspecified	unspecified	present
deep-vein-thrombosis-dvt	638	unspecified	unspecified		unspecified	unspecified	present
deep-vein-thrombosis-dvt	828	unspecified	unspecified		unspecified	unspecified	present
deep-vein-thrombosis-dvt	939	unspecified	unspecified		unspecified	unspecified	present
deep-vein-thrombosis-dvt	961	unspecified	unspecified		unspecified	unspecified	present
deep-vein-thrombosis-dvt	989	unspecified	unspecified		unspecified	unspecified	present
dehydration	117	unspecified	unspecified		unspecified	unspecified	present
dehydration	242	unspecified	unspecified		unspecified	unspecified	present
dehydration	260	unspecified	unspecified		unspecified	unspecified	present
dehydration	270	unspecified	unspecified		unspecified	unspecified	present
dehydration	276	unspecified	unspecified		unspecified	unspecified	present
dehydration	278	unspecified	unspecified		unspecified	unspecified	present
dehydration	283	unspecified	unspecified		unspecified	unspecified	present
dehydration	323	unspecified	unspecified		unspecified	unspecified	present
dehydration	325	unspecified	unspecified		unspecified	unspecified	present
dehydration	400	unspecified	unspecified		unspecified	unspecified	present
dehydration	431	unspecified	unspecified		unspecified	unspecified	present
dehydration	495	unspecified	unspecified		unspecified	unspecified	present
dehydration	585	unspecified	unspecified		unspecified	unspecified	present
dehydration	922	unspecified	unspecified		unspecified	unspecified	present
dehydration	964	unspecified	unspecified		unspecified	unspecified	absent
dehydration	1037	unspecified	unspecified		unspecified	unspecified	present
dehydration	1072	unspecified	unspecified		unspecified	unspecified	present
dementia	23	unspecified	unspecified		unspecified	unspecified	present
dementia	25	unspecified	unspecified		unspecified	unspecified	present
dementia	93	unspecified	unspecified		unspecified	unspecified	present
dementia	162	unspecified	unspecified		unspecified	unspecified	present
dementia	164	unspecified	unspecified		unspecified	unspecified	present
dementia	165	unspecified	unspecified		unspecified	unspecified	present
dementia	218	unspecified	unspecified		unspecified	unspecified	present
dementia	223	unspecified	unspecified		unspecified	unspecified	present
dementia	229	unspecified	unspecified		unspecified	unspecified	present
dementia	241	unspecified	unspecified		unspecified	unspecified	present
dementia	243	unspecified	unspecified		unspecified	unspecified	present
dementia	256	unspecified	unspecified		unspecified	unspecified	present
dementia	318	unspecified	unspecified		unspecified	unspecified	present
dementia	393	unspecified	unspecified		unspecified	unspecified	present
dementia	428	unspecified	unspecified		unspecified	unspecified	present
dementia	527	unspecified	unspecified		unspecified	unspecified	present
dementia	528	unspecified	unspecified		unspecified	unspecified	present
dementia	534	unspecified	unspecified		unspecified	unspecified	present
dementia	537	unspecified	unspecified		unspecified	unspecified	present
dementia	538	unspecified	unspecified		unspecified	unspecified	present
dementia	607	unspecified	unspecified		unspecified	unspecified	present
dementia	611	unspecified	unspecified		unspecified	unspecified	present
dementia	695	unspecified	unspecified		unspecified	unspecified	present
dementia	696	unspecified	unspecified		unspecified	unspecified	present
dementia	697	unspecified	unspecified		unspecified	unspecified	present
dementia	774	unspecified	unspecified		unspecified	unspecified	present
dementia	775	unspecified	unspecified		unspecified	unspecified	present
dementia	845	unspecified	unspecified		unspecified	unspecified	present
dengue	83	unspecified	unspecified		unspecified	unspecified	present
dengue	400	unspecified	unspecified		severe	unspecified	present
dengue	417	unspecified	unspecified		unspecified	unspecified	present
dengue	466	unspecified	unspecified		unspecified	unspecified	present
dengue	559	unspecified	unspecified		unspecified	unspecified	present
dengue	585	unspecified	unspecified		unspecified	unspecified	present
dengue	624	unspecified	unspecified		unspecified	unspecified	present
dengue	956	unspecified	unspecified		unspecified	unspecified	present
dengue	1053	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	37	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	38	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	241	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	417	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	769	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	933	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	942	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	956	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	1002	unspecified	unspecified		unspecified	unspecified	present
dental-abscess	1003	unspecified	unspecified		unspecified	unspecified	present
detached-retina-retinal-detachment	807	unspecified	unspecified		unspecified	unspecified	present
detached-retina-retinal-detachment	1044	unspecified	unspecified		unspecified	unspecified	present
developmental-coordination-disorder-dyspraxia	713	unspecified	unspecified		unspecified	unspecified	present
developmental-coordination-disorder-dyspraxia-in-adults	147	unspecified	unspecified		unspecified	unspecified	present
developmental-coordination-disorder-dyspraxia-in-adults	228	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	144	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	145	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	487	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	499	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	501	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	629	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	634	unspecified	unspecified		unspecified	unspecified	present
developmental-dysplasia-of-the-hip	638	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	29	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	43	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	295	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	323	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	334	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	850	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	987	unspecified	unspecified		unspecified	unspecified	present
diabetes-insipidus	1071	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	84	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	95	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	96	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	165	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	323	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	431	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	432	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	585	unspecified	unspecified		unspecified	unspecified	present
diabetic-ketoacidosis	1053	unspecified	unspecified		unspecified	unspecified	present
diabetic-retinopathy	84	unspecified	unspecified		unspecified	unspecified	present
diabetic-retinopathy	342	unspecified	unspecified		unspecified	unspecified	present
diabetic-retinopathy	346	unspecified	unspecified		unspecified	unspecified	present
diabetic-retinopathy	715	unspecified	unspecified		unspecified	unspecified	present
diabetic-retinopathy	1046	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	206	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	329	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	405	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	434	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	797	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	818	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	887	unspecified	unspecified		unspecified	unspecified	present
digeorge-syndrome	1005	unspecified	unspecified		unspecified	unspecified	present
diphtheria	64	unspecified	unspecified		unspecified	unspecified	present
diphtheria	149	unspecified	unspecified		unspecified	unspecified	present
diphtheria	150	unspecified	unspecified		unspecified	unspecified	present
diphtheria	215	unspecified	unspecified		unspecified	unspecified	present
diphtheria	241	unspecified	unspecified		unspecified	unspecified	present
diphtheria	334	unspecified	unspecified		unspecified	unspecified	present
diphtheria	868	unspecified	unspecified		unspecified	unspecified	present
diphtheria	956	unspecified	unspecified		unspecified	unspecified	present
diphtheria	1012	unspecified	unspecified		unspecified	unspecified	present
diverticular-disease-and-diverticulitis	76	unspecified	unspecified		unspecified	unspecified	present
diverticular-disease-and-diverticulitis	78	unspecified	unspecified		unspecified	unspecified	present
diverticular-disease-and-diverticulitis	180	unspecified	unspecified		unspecified	unspecified	present
diverticular-disease-and-diverticulitis	417	unspecified	unspecified		unspecified	unspecified	present
diverticular-disease-and-diverticulitis	556	unspecified	unspecified		unspecified	unspecified	present
diverticular-disease-and-diverticulitis	655	unspecified	unspecified		unspecified	unspecified	present
dysarthria	214	unspecified	unspecified		unspecified	unspecified	present
dysarthria	226	unspecified	unspecified		unspecified	unspecified	present
dysarthria	227	unspecified	unspecified		unspecified	unspecified	present
dysarthria	232	unspecified	unspecified		unspecified	unspecified	present
dysarthria	413	unspecified	unspecified		unspecified	unspecified	present
dysarthria	855	unspecified	unspecified		unspecified	unspecified	present
dysarthria	885	unspecified	unspecified		unspecified	unspecified	present
dysarthria	1051	unspecified	unspecified		unspecified	unspecified	present
dystonia	62	unspecified	unspecified		unspecified	unspecified	present
dystonia	179	unspecified	unspecified		unspecified	unspecified	present
dystonia	214	unspecified	unspecified		unspecified	unspecified	present
dystonia	568	unspecified	unspecified		unspecified	unspecified	present
dystonia	718	unspecified	unspecified		unspecified	unspecified	present
dystonia	909	unspecified	unspecified		unspecified	unspecified	present
ear-infections	29	unspecified	unspecified		unspecified	unspecified	present
ear-infections	247	unspecified	unspecified		unspecified	unspecified	present
ear-infections	286	unspecified	unspecified		unspecified	unspecified	present
ear-infections	287	unspecified	unspecified		unspecified	unspecified	present
ear-infections	311	unspecified	unspecified		unspecified	unspecified	present
ear-infections	404	unspecified	unspecified		unspecified	unspecified	present
ear-infections	417	unspecified	unspecified		unspecified	unspecified	present
ear-infections	441	unspecified	unspecified		unspecified	unspecified	present
ear-infections	448	unspecified	unspecified		unspecified	unspecified	present
ear-infections	503	unspecified	unspecified		unspecified	unspecified	present
ear-infections	727	unspecified	unspecified		unspecified	unspecified	present
ear-infections	741	unspecified	unspecified		unspecified	unspecified	absent
ear-infections	780	unspecified	unspecified		unspecified	unspecified	present
ebola	52	unspecified	unspecified		unspecified	unspecified	present
ebola	78	unspecified	unspecified		unspecified	unspecified	present
ebola	80	unspecified	unspecified		unspecified	unspecified	present
ebola	108	unspecified	unspecified		unspecified	unspecified	present
ebola	211	unspecified	unspecified		unspecified	unspecified	present
ebola	350	unspecified	unspecified		unspecified	unspecified	present
ebola	459	unspecified	unspecified		unspecified	unspecified	present
ebola	463	unspecified	unspecified		unspecified	unspecified	present
ebola	466	unspecified	unspecified		unspecified	unspecified	present
ebola	559	unspecified	unspecified		unspecified	unspecified	present
ebola	868	unspecified	unspecified		unspecified	unspecified	present
ebola	1053	unspecified	unspecified		unspecified	unspecified	present
ectopic-pregnancy	59	unspecified	unspecified		unspecified	unspecified	present
ectopic-pregnancy	350	unspecified	unspecified		unspecified	unspecified	present
ectopic-pregnancy	532	unspecified	unspecified		unspecified	unspecified	present
ectopic-pregnancy	614	unspecified	unspecified		unspecified	unspecified	present
ectopic-pregnancy	646	unspecified	unspecified		unspecified	unspecified	present
ectopic-pregnancy	665	unspecified	unspecified		unspecified	unspecified	present
ectropion	268	unspecified	unspecified		unspecified	unspecified	present
ectropion	272	unspecified	unspecified		unspecified	unspecified	present
ectropion	759	unspecified	unspecified		unspecified	unspecified	present
ectropion	760	unspecified	unspecified		unspecified	unspecified	present
ectropion	873	unspecified	unspecified		unspecified	unspecified	present
ectropion	874	unspecified	unspecified		unspecified	unspecified	present
ectropion	1063	unspecified	unspecified		unspecified	unspecified	present
edwards-syndrome	99	unspecified	unspecified		unspecified	unspecified	present
edwards-syndrome	141	unspecified	unspecified		unspecified	unspecified	present
edwards-syndrome	142	unspecified	unspecified		unspecified	unspecified	present
edwards-syndrome	244	unspecified	unspecified		unspecified	unspecified	present
edwards-syndrome	610	unspecified	unspecified		unspecified	unspecified	present
ehlers-danlos-syndromes	360	unspecified	unspecified		unspecified	unspecified	present
ehlers-danlos-syndromes	469	unspecified	unspecified		unspecified	unspecified	present
ehlers-danlos-syndromes	920	unspecified	unspecified		unspecified	unspecified	present
encephalitis	165	unspecified	unspecified		unspecified	unspecified	present
encephalitis	256	unspecified	unspecified		unspecified	unspecified	present
encephalitis	537	unspecified	unspecified		unspecified	unspecified	present
encephalitis	571	unspecified	unspecified		unspecified	unspecified	present
encephalitis	696	unspecified	unspecified		unspecified	unspecified	present
encephalitis	797	unspecified	unspecified		unspecified	unspecified	present
encephalitis	855	unspecified	unspecified		unspecified	unspecified	present
endocarditis	29	unspecified	unspecified		unspecified	unspecified	present
endocarditis	100	unspecified	unspecified		unspecified	unspecified	present
endocarditis	200	unspecified	unspecified		unspecified	unspecified	present
endocarditis	323	unspecified	unspecified		unspecified	unspecified	present
endocarditis	417	unspecified	unspecified		unspecified	unspecified	present
endocarditis	466	unspecified	unspecified		unspecified	unspecified	present
endocarditis	559	unspecified	unspecified		unspecified	unspecified	present
endocarditis	589	unspecified	unspecified		unspecified	unspecified	present
endocarditis	621	unspecified	unspecified		unspecified	unspecified	present
endocarditis	662	unspecified	unspecified		unspecified	unspecified	present
endocarditis	840	unspecified	unspecified		unspecified	unspecified	present
endometriosis	134	unspecified	unspecified		unspecified	unspecified	present
endometriosis	174	unspecified	unspecified		unspecified	unspecified	present
endometriosis	323	unspecified	unspecified		unspecified	unspecified	present
endometriosis	412	unspecified	unspecified		unspecified	unspecified	present
endometriosis	510	unspecified	unspecified		unspecified	unspecified	present
endometriosis	613	unspecified	unspecified		unspecified	unspecified	present
endometriosis	614	unspecified	unspecified		unspecified	unspecified	present
endometriosis	665	unspecified	unspecified		unspecified	unspecified	present
endometriosis	692	unspecified	unspecified		severe	unspecified	present
enlarged-prostate	242	unspecified	unspecified		unspecified	unspecified	present
enlarged-prostate	684	unspecified	unspecified		unspecified	unspecified	present
enlarged-prostate	1034	unspecified	unspecified		unspecified	unspecified	present
enlarged-prostate	1036	unspecified	unspecified		unspecified	unspecified	present
epidermolysis-bullosa	68	unspecified	unspecified		unspecified	unspecified	present
epidermolysis-bullosa	582	unspecified	unspecified		unspecified	unspecified	present
epidermolysis-bullosa	819	unspecified	unspecified		unspecified	unspecified	present
epidermolysis-bullosa	841	unspecified	unspecified		unspecified	unspecified	present
epidermolysis-bullosa	984	unspecified	unspecified		unspecified	unspecified	present
epididymitis	688	unspecified	unspecified		unspecified	unspecified	present
epididymitis	958	unspecified	unspecified		unspecified	unspecified	present
epididymitis	981	unspecified	unspecified		unspecified	unspecified	present
epididymitis	982	unspecified	unspecified		unspecified	unspecified	present
epididymitis	983	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	97	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	192	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	215	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	241	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	417	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	419	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	441	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	596	unspecified	unspecified		unspecified	unspecified	present
epiglottitis	613	unspecified	unspecified		unspecified	unspecified	present
